# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.2500
# pos_ki=0.1000
# pos_kd=0.0500
# pos_shift_max=3.00
# pos_deadband=0.15
# pos_gate_err=8.00
# vel_kp=0.8000
# vel_kd=0.1500
# vel_max=5.00
# vel_rate_max=3.00
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_rate_max=10.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_offset,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
3721,1,63.47,8.98,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.97,5.07,0.00,0.00,0.00,0.00,0
3740,1,63.64,8.74,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.05,5.97,5.08,0.00,0.00,0.00,0.00,0
3760,1,63.76,8.59,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.04,5.98,5.08,0.00,0.00,0.00,0.00,0
3781,1,63.97,8.47,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,5.98,5.08,0.00,0.00,0.00,0.00,0
3800,1,64.10,8.47,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,5.99,5.09,0.00,0.00,0.00,0.00,0
3821,1,64.31,8.45,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,5.99,5.09,0.00,0.00,0.00,0.00,0
3841,1,64.48,8.45,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,6.00,5.09,0.00,0.00,0.00,0.00,0
3860,1,64.61,8.48,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,6.00,5.10,0.00,0.00,0.00,0.00,0
3881,1,64.82,8.49,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,6.01,5.10,0.00,0.00,0.00,0.00,0
3900,1,64.95,8.52,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,-0.04,6.01,5.10,0.00,0.00,0.00,0.00,0
3921,1,65.17,8.56,0.00,0.00,0.00,0.00,-1.09,2.27,-0.04,0.03,6.02,5.11,0.00,0.00,0.00,0.00,0
3940,1,65.30,8.48,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.02,5.11,0.00,0.00,0.00,0.00,0
3961,1,65.51,8.30,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.03,5.11,0.00,0.00,0.00,0.00,0
3980,1,65.64,8.30,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.03,5.11,0.00,0.00,0.00,0.00,0
4001,1,65.85,8.21,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.04,5.12,0.00,0.00,0.00,0.00,0
4021,1,66.00,8.07,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.04,5.12,0.00,0.00,0.00,0.00,0
4040,1,66.12,7.93,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.05,5.12,0.00,0.00,0.00,0.00,0
4060,1,66.27,7.80,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.05,5.13,0.00,0.00,0.00,0.00,0
4081,1,66.46,7.59,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.05,5.13,0.00,0.00,0.00,0.00,0
4100,1,66.57,7.48,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.06,5.13,0.00,0.00,0.00,0.00,0
4121,1,66.74,7.30,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.06,5.13,0.00,0.00,0.00,0.00,0
4140,1,66.85,7.22,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.07,5.14,0.00,0.00,0.00,0.00,0
4161,1,67.03,7.15,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.07,5.14,0.00,0.00,0.00,0.00,0
4179,1,67.14,7.18,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.08,5.14,0.00,0.00,0.00,0.00,0
4201,1,67.33,7.28,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.08,5.14,0.00,0.00,0.00,0.00,0
4221,1,67.48,7.45,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.00,6.09,5.15,0.00,0.00,0.00,0.00,0
4240,1,67.60,7.50,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,6.09,5.15,0.00,0.00,0.00,0.00,0
4261,1,67.80,7.46,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.09,5.15,0.00,0.00,0.00,0.00,0
4281,1,67.94,7.29,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.10,5.16,0.00,0.00,0.00,0.00,0
4299,1,68.05,7.15,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.10,5.16,0.00,0.00,0.00,0.00,0
4321,1,68.22,6.87,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.11,5.16,0.00,0.00,0.00,0.00,0
4340,1,68.32,6.77,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.11,5.16,0.00,0.00,0.00,0.00,0
4361,1,68.48,6.65,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.11,5.16,0.00,0.00,0.00,0.00,0
4380,1,68.58,6.61,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.02,6.12,5.17,0.00,0.00,0.00,0.00,0
4401,1,68.74,6.50,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,0.00,6.12,5.17,0.00,0.00,0.00,0.00,0
4421,1,68.87,6.35,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.13,5.17,0.00,0.00,0.00,0.00,0
4439,1,68.96,6.24,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.13,5.17,0.00,0.00,0.00,0.00,0
4461,1,69.11,6.10,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.13,5.18,0.00,0.00,0.00,0.00,0
4481,1,69.23,6.09,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.14,5.18,0.00,0.00,0.00,0.00,0
4500,1,69.32,6.20,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.14,5.18,0.00,0.00,0.00,0.00,0
4521,1,69.49,6.45,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.14,5.18,0.00,0.00,0.00,0.00,0
4540,1,69.60,6.61,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.00,6.15,5.19,0.00,0.00,0.00,0.00,0
4560,1,69.75,6.80,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.01,6.15,5.19,0.00,0.00,0.00,0.00,0
4581,1,69.94,7.07,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.16,5.19,0.00,0.00,0.00,0.00,0
4601,1,70.09,7.25,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.16,5.19,0.00,0.00,0.00,0.00,0
4621,1,70.25,7.39,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.16,5.20,0.00,0.00,0.00,0.00,0
4640,1,70.37,7.37,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.17,5.20,0.00,0.00,0.00,0.00,0
4661,1,70.55,7.23,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.17,5.20,0.00,0.00,0.00,0.00,0
4681,1,70.70,7.11,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.17,5.20,0.00,0.00,0.00,0.00,0
4699,1,70.80,6.91,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.18,5.20,0.00,0.00,0.00,0.00,0
4721,1,70.95,6.38,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.02,6.18,5.21,0.00,0.00,0.00,0.00,0
4740,1,71.02,6.02,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.18,5.21,0.00,0.00,0.00,0.00,0
4761,1,71.14,5.51,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.19,5.21,0.00,0.00,0.00,0.00,0
4780,1,71.21,5.13,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.19,5.21,0.00,0.00,0.00,0.00,0
4801,1,71.31,4.79,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.19,5.21,0.00,0.00,0.00,0.00,0
4819,1,71.39,4.83,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.20,5.21,0.00,0.00,0.00,0.00,0
4841,1,71.52,5.09,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.20,5.22,0.00,0.00,0.00,0.00,0
4860,1,71.61,5.38,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.02,6.20,5.22,0.00,0.00,0.00,0.00,0
4881,1,71.77,5.88,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.05,6.21,5.22,0.00,0.00,0.00,0.00,0
4900,1,71.89,6.29,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.21,5.22,0.00,0.00,0.00,0.00,0
4921,1,72.09,6.88,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.21,5.22,0.00,0.00,0.00,0.00,0
4939,1,72.24,7.45,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.22,5.23,0.00,0.00,0.00,0.00,0
4961,1,72.43,7.44,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.22,5.23,0.00,0.00,0.00,0.00,0
4979,1,72.53,7.40,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.22,5.23,0.00,0.00,0.00,0.00,0
5001,1,72.71,7.35,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.22,5.23,0.00,0.00,0.00,0.00,0
5021,1,72.86,7.32,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.05,6.23,5.23,0.00,0.00,0.00,0.00,0
5040,1,72.97,7.22,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.23,5.24,0.00,0.00,0.00,0.00,0
5061,1,73.14,6.94,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.23,5.24,0.00,0.00,0.00,0.00,0
5080,1,73.24,6.70,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.23,5.24,0.00,0.00,0.00,0.00,0
5101,1,73.37,5.97,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.24,5.24,0.00,0.00,0.00,0.00,0
5121,1,73.46,5.40,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.24,5.24,0.00,0.00,0.00,0.00,0
5140,1,73.52,5.04,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.24,5.25,0.00,0.00,0.00,0.00,0
5161,1,73.61,4.57,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.25,5.25,0.00,0.00,0.00,0.00,0
5179,1,73.68,4.55,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.01,6.25,5.25,0.00,0.00,0.00,0.00,0
5200,1,73.77,4.55,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.25,5.25,0.00,0.00,0.00,0.00,0
5221,1,73.89,4.71,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.26,5.25,0.00,0.00,0.00,0.00,0
5241,1,73.99,4.89,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.26,5.25,0.00,0.00,0.00,0.00,0
5260,1,74.07,4.80,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.26,5.25,0.00,0.00,0.00,0.00,0
5281,1,74.19,4.80,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.26,5.26,0.00,0.00,0.00,0.00,0
5300,1,74.25,4.55,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.26,5.26,0.00,0.00,0.00,0.00,0
5321,1,74.36,4.49,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.27,5.26,0.00,0.00,0.00,0.00,0
5339,1,74.43,4.50,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,-0.02,6.27,5.26,0.00,0.00,0.00,0.00,0
5361,1,74.54,4.45,0.00,0.00,0.00,0.00,-1.09,2.27,-0.00,0.00,6.27,5.26,0.00,0.00,0.00,0.00,0
5380,1,74.61,4.40,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.28,5.26,0.00,0.00,0.00,0.00,0
5401,1,74.72,4.35,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.28,5.26,0.00,0.00,0.00,0.00,0
5420,1,74.78,4.29,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.28,5.27,0.00,0.00,0.00,0.00,0
5441,1,74.89,4.26,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.28,5.27,0.00,0.00,0.00,0.00,0
5459,1,74.96,4.25,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.29,5.27,0.00,0.00,0.00,0.00,0
5481,1,75.07,4.36,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.29,5.27,0.00,0.00,0.00,0.00,0
5500,1,75.14,4.31,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.00,6.29,5.27,0.00,0.00,0.00,0.00,0
5521,1,75.25,4.23,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,-0.03,6.29,5.27,0.00,0.00,0.00,0.00,0
5541,1,75.33,4.15,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.30,5.28,0.00,0.00,0.00,0.00,0
5560,1,75.39,4.15,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.30,5.28,0.00,0.00,0.00,0.00,0
5580,1,75.48,4.20,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.30,5.28,0.00,0.00,0.00,0.00,0
5601,1,75.59,4.27,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.30,5.28,0.00,0.00,0.00,0.00,0
5620,1,75.65,4.28,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.30,5.28,0.00,0.00,0.00,0.00,0
5641,1,75.76,4.25,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.31,5.28,0.00,0.00,0.00,0.00,0
5660,1,75.83,4.24,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,-0.03,6.31,5.28,0.00,0.00,0.00,0.00,0
5681,1,75.94,4.16,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,6.31,5.28,0.00,0.00,0.00,0.00,0
5700,1,76.00,4.08,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.31,5.29,0.00,0.00,0.00,0.00,0
5720,1,76.07,3.96,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.31,5.29,0.00,0.00,0.00,0.00,0
5741,1,76.17,3.85,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.32,5.29,0.00,0.00,0.00,0.00,0
5761,1,76.24,3.75,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.32,5.29,0.00,0.00,0.00,0.00,0
5780,1,76.29,3.67,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.32,5.29,0.00,0.00,0.00,0.00,0
5801,1,76.38,3.67,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.32,5.29,0.00,0.00,0.00,0.00,0
5820,1,76.43,3.72,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.02,6.33,5.29,0.00,0.00,0.00,0.00,0
5841,1,76.53,3.76,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.01,6.33,5.30,0.00,0.00,0.00,0.00,0
5860,1,76.60,3.91,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.33,5.30,0.00,0.00,0.00,0.00,0
5881,1,76.70,3.95,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.33,5.30,0.00,0.00,0.00,0.00,0
5900,1,76.77,3.96,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.33,5.30,0.00,0.00,0.00,0.00,0
5921,1,76.86,3.75,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.34,5.30,0.00,0.00,0.00,0.00,0
5941,1,76.93,3.57,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.34,5.30,0.00,0.00,0.00,0.00,0
5960,1,76.98,3.39,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.34,5.30,0.00,0.00,0.00,0.00,0
5980,1,77.03,3.17,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.01,6.34,5.30,0.00,0.00,0.00,0.00,0
6001,1,77.09,3.01,0.00,0.00,0.00,0.00,-1.09,2.27,0.02,-0.03,6.34,5.30,0.00,0.00,0.00,0.00,0
6020,1,77.14,3.02,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0.00,0
6041,1,77.22,3.15,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0.00,0
6060,1,77.28,3.34,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0.00,0
6081,1,77.38,3.57,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0.00,0
6099,1,77.44,3.64,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0.00,0
6121,1,77.54,3.66,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.35,5.31,0.00,0.00,0.00,0.00,0
6141,1,77.61,3.59,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,-0.03,6.36,5.31,0.00,0.00,0.00,0.00,0
6160,1,77.67,3.59,0.00,0.00,0.00,0.00,-1.09,2.27,0.01,0.01,6.36,5.31,0.00,0.00,0.00,0.00,0
6181,1,77.76,3.47,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.36,5.31,0.00,0.00,0.00,0.00,0
6201,1,77.82,3.34,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.36,5.31,0.00,0.00,0.00,0.00,0
6219,1,77.86,3.16,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.36,5.32,0.00,0.00,0.00,0.00,0
6241,1,77.93,2.99,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.36,5.32,0.00,0.00,0.00,0.00,0
6260,1,77.97,2.80,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.36,5.32,0.00,0.00,0.00,0.00,0
6281,1,78.03,2.69,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.37,5.32,0.00,0.00,0.00,0.00,0
6300,1,78.08,2.84,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.01,6.37,5.32,0.00,0.00,0.00,0.00,0
6321,1,78.17,3.14,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.04,6.37,5.32,0.00,0.00,0.00,0.00,0
6341,1,78.24,3.37,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.37,5.32,0.00,0.00,0.00,0.00,0
6359,1,78.30,3.53,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.37,5.32,0.00,0.00,0.00,0.00,0
6381,1,78.40,3.62,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.38,5.32,0.00,0.00,0.00,0.00,0
6401,1,78.48,3.54,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.38,5.32,0.00,0.00,0.00,0.00,0
6420,1,78.53,3.44,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.38,5.33,0.00,0.00,0.00,0.00,0
6441,1,78.61,3.25,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.38,5.33,0.00,0.00,0.00,0.00,0
6460,1,78.65,3.15,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.04,6.38,5.33,0.00,0.00,0.00,0.00,0
6480,1,78.71,3.07,0.00,0.00,0.00,0.00,-1.09,2.27,0.00,0.02,6.38,5.33,0.00,0.00,0.00,0.00,0
6501,1,78.78,3.09,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.33,0.00,0.00,0.00,0.00,0
6521,1,78.84,3.13,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.33,0.00,0.00,0.00,0.00,0
6541,1,78.91,3.16,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.33,0.00,0.00,0.00,0.00,0
6560,1,78.96,3.20,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.33,0.00,0.00,0.00,0.00,0
6581,1,79.05,3.13,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.33,0.00,0.00,0.00,0.00,0
6601,1,79.11,3.00,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.33,0.00,0.00,0.00,0.00,0
6619,1,79.15,2.89,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.02,6.39,5.34,0.00,0.00,0.00,0.00,0
6641,1,79.21,2.67,0.00,0.00,0.00,0.00,-1.09,2.27,-0.02,0.03,6.39,5.34,0.00,0.00,0.00,0.00,0
6660,1,79.24,2.51,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.39,5.34,0.00,0.00,0.00,0.00,0
6681,1,79.30,2.38,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.39,5.34,0.00,0.00,0.00,0.00,0
6700,1,79.33,2.33,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.40,5.34,0.00,0.00,0.00,0.00,0
6721,1,79.38,2.28,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.40,5.34,0.00,0.00,0.00,0.00,0
6740,1,79.42,2.43,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.40,5.34,0.00,0.00,0.00,0.00,0
6761,1,79.49,2.60,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.40,5.34,0.00,0.00,0.00,0.00,0
6780,1,79.54,2.72,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,0.03,6.40,5.34,0.00,0.00,0.00,0.00,0
6801,1,79.62,2.86,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.40,5.34,0.00,0.00,0.00,0.00,0
6820,1,79.66,2.89,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.40,5.34,0.00,0.00,0.00,0.00,0
6841,1,79.73,2.77,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.41,5.34,0.00,0.00,0.00,0.00,0
6859,1,79.78,2.83,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.41,5.34,0.00,0.00,0.00,0.00,0
6880,1,79.84,2.86,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.41,5.34,0.00,0.00,0.00,0.00,0
6901,1,79.91,2.80,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.41,5.35,0.00,0.00,0.00,0.00,0
6921,1,79.96,2.76,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.41,5.35,0.00,0.00,0.00,0.00,0
6941,1,80.01,2.76,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.00,6.41,5.35,0.00,0.00,0.00,0.00,0
6960,1,80.06,2.71,0.00,0.00,0.00,0.00,-1.09,2.27,-0.03,-0.01,6.41,5.35,0.00,0.00,0.00,0.00,0
6981,1,80.12,2.80,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.41,5.35,0.00,0.00,0.00,0.00,0
7000,1,80.17,2.87,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7021,1,80.25,2.93,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7041,1,80.31,2.93,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7060,1,80.35,2.90,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7081,1,80.42,2.76,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7100,1,80.46,2.69,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7120,1,80.51,2.68,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7141,1,80.57,2.60,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.42,5.35,0.00,0.00,0.00,0.00,0
7161,1,80.63,2.56,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.43,5.36,0.00,0.00,0.00,0.00,0
7180,1,80.66,2.45,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.43,5.36,0.00,0.00,0.00,0.00,0
7201,1,80.71,2.21,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.43,5.36,0.00,0.00,0.00,0.00,0
7220,1,80.74,2.12,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.43,5.36,0.00,0.00,0.00,0.00,0
7241,1,80.78,1.91,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.43,5.36,0.00,0.00,0.00,0.00,0
7259,1,80.81,1.90,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,0.01,6.43,5.36,0.00,0.00,0.00,0.00,0
7281,1,80.85,1.82,0.00,0.00,0.00,0.00,-1.09,2.27,0.03,-0.03,6.43,5.36,0.00,0.00,0.00,0.00,0
7300,1,80.88,1.89,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.03,6.43,5.36,0.00,0.00,0.00,0.00,0
7321,1,80.94,2.05,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.03,6.43,5.36,0.00,0.00,0.00,0.00,0
7340,1,80.98,2.13,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.03,6.44,5.36,0.00,0.00,0.00,0.00,0
7361,1,81.04,2.24,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.03,6.44,5.36,0.00,0.00,0.00,0.00,0
7379,1,81.08,2.32,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.03,6.44,5.36,0.00,0.00,0.00,0.00,0
7401,1,81.14,2.47,0.00,0.00,0.00,0.00,-1.09,2.27,-0.01,-0.03,6.44,5.36,0.00,0.00,0.00,0.00,0
